dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
http://n2t.net/ark:/65665/3379ed7a9-b823-4eb3-9da1-d6f2afd6f562,phlegmariurus,phlegmariurus pulcherrimus,22,1,1931,22
http://n2t.net/ark:/65665/3f58cb347-dcc0-4f46-b24b-c8cf78355179,nageia,nageia wallichiana,22,1,1934,22
http://n2t.net/ark:/65665/3e896b958-01a7-4e2b-8b99-5f3a57013113,angiopteris,angiopteris crassipes,22,1,1938,22
http://n2t.net/ark:/65665/3ee133835-1ebd-42ef-8049-8deae34c767c,bolbitis,bolbitis appendiculata,22,1,1938,22
http://n2t.net/ark:/65665/3e7d378fc-1c5b-49c2-ad62-e4fd04b0e766,tectaria,tectaria impressa,22,1,1938,22
http://n2t.net/ark:/65665/3f56f4adf-99bf-4a63-a747-a9b54a8f3351,trigonospora,trigonospora ciliata,22,1,1938,22
http://n2t.net/ark:/65665/3eec9b38b-454d-4add-aa51-ac7a8493bf17,aerva,aerva sanguinolenta,22,1,1945,22
http://n2t.net/ark:/65665/35f762b46-acc7-41ad-9d07-ef360c47fb1e,bombax,bombax ceiba,22,1,1945,22
http://n2t.net/ark:/65665/3a6b3e7a5-c755-4134-9de0-d19c461cd16f,canna,canna indica,22,1,1945,22
http://n2t.net/ark:/65665/341eb6a68-be21-4034-8e4c-942da26718f8,helicteres,helicteres elongata,22,1,1945,22
http://n2t.net/ark:/65665/37d706af0-774a-44bc-94c3-221fe5f8eba0,merremia,merremia vitifolia,22,1,1945,22
http://n2t.net/ark:/65665/370c5ef1b-d2fd-4d45-a75d-9cb0e203d0bb,swertia,swertia angustifolia pulchella,22,1,1945,22
http://n2t.net/ark:/65665/3672e778f-6466-4656-a19d-46f0d9b09969,amaranthus,amaranthus,22,1,1951,22
http://n2t.net/ark:/65665/396c85fad-957b-49bd-a876-d2b9bd63ba8f,echinochloa,echinochloa colona,22,1,1951,22
http://n2t.net/ark:/65665/3f7c14ded-95d2-4415-8971-dfda0fe79992,enneapogon,enneapogon persicus,22,1,1951,22
http://n2t.net/ark:/65665/3116cb108-bbad-4587-936f-968bdfb77080,gomphrena,gomphrena globosa,22,1,1951,22
http://n2t.net/ark:/65665/377b85668-7150-4d57-be18-658a67f6f8ca,portulaca,portulaca pilosa,22,1,1951,22
http://n2t.net/ark:/65665/3e26a866b-6ff0-4413-b675-a8ffc2ca4d8a,pupalia,pupalia lappacea,22,1,1951,22
http://n2t.net/ark:/65665/377b56503-9865-4051-8d88-ea44352e6ea6,basella,basella alba,22,1,1951,22
http://n2t.net/ark:/65665/39f11f1d6-848e-4f7c-9b6e-9b139fe24b5a,boottia,boottia cordata,22,1,1951,22
eff4e7a7-16a0-4935-a969-026d10ae64d9,pinanga,pinanga,22,1,1953,22
7f0717fc-9acd-483c-b816-fa47c4d62289,plectocomia,plectocomia elongata,22,1,1953,22
3370a785-d1b9-4ec5-b8cd-8b49c5d7dd57,smilax,smilax lanceaefolia,22,1,1953,22
http://n2t.net/ark:/65665/3ae8fe38a-316f-4d04-80a9-14bcfb7993cc,sphaeranthus,sphaeranthus indicus,22,1,1954,22
http://n2t.net/ark:/65665/3d9e33228-a6a1-4ce0-b97f-52bf4d79e4cb,neptunia,neptunia oleracea,22,1,1957,22
http://n2t.net/ark:/65665/34dafb838-3866-4bf1-b77d-38f6f9ac570e,aeschynanthus,aeschynanthus longicaulis,23,1,1922,23
http://n2t.net/ark:/65665/32e6d71c3-513f-4731-8a75-81e876e9df4b,byttneria,byttneria crenulata,23,1,1922,23
http://n2t.net/ark:/65665/334cafce4-eba8-4896-989c-36e80f5084dd,dalrympelea,dalrympelea pomifera,23,1,1922,23
http://n2t.net/ark:/65665/3f7777b26-bccb-45b3-adb2-4e023715e34d,diospyros,diospyros,23,1,1922,23
http://n2t.net/ark:/65665/3254e3661-4f38-42ef-995e-7136f8608800,elaeagnus,elaeagnus magna nanchuanensis,23,1,1922,23
http://n2t.net/ark:/65665/3dcad8cae-820e-44a5-9875-9c215e7e24f0,glycosmis,glycosmis pentaphylla,23,1,1922,23
http://n2t.net/ark:/65665/34678ea9b-44b8-49b9-a8f3-489bd3477de7,lygodium,lygodium flexnosum,23,1,1922,23
http://n2t.net/ark:/65665/32d58b363-1151-4c95-8052-17cfe7745903,melastoma,melastoma malabathricum,23,1,1922,23
http://n2t.net/ark:/65665/34f2128e9-804e-4eaa-a924-3b9f0fd85f28,panicum,panicum sarmentosum,23,1,1922,23
http://n2t.net/ark:/65665/3a389f518-3a65-469b-bbd2-3442f2607a22,semecarpus,semecarpus cuneiformis,23,1,1922,23
http://n2t.net/ark:/65665/365515d5a-a7a7-485e-80f6-7c7bb49bb28b,senna,senna timoriensis,23,1,1922,23
http://n2t.net/ark:/65665/3fc9184fa-ff72-494b-99f3-19eacdc5bbe2,solanum,solanum spirale,23,1,1922,23
http://n2t.net/ark:/65665/3be5c4249-eb78-4bd1-9e64-aef173d69432,uncaria,uncaria laevigata,23,1,1922,23
http://n2t.net/ark:/65665/317ccd2b7-dc02-4641-9f71-c0886fa60b5d,viburnum,viburnum odoratissimum,23,1,1922,23
http://n2t.net/ark:/65665/37aa499a2-dcea-4a63-b97a-9742dc1be9ab,embelia,embelia undulata,23,1,1922,23
http://n2t.net/ark:/65665/337107f19-4d18-4faa-ad03-22839072fe69,costus,costus speciosus,23,1,1922,23
http://n2t.net/ark:/65665/35c32f666-5bc5-4686-b0a5-0fb17c99f7ff,citrus,citrus medica,23,1,1922,23
5e9ddab8-cc29-4018-bfbb-4cf7238862b6,trichomanes,trichomanes pallidum,23,1,1931,23
d66fd4ee-9ae5-4014-88fc-e8244e2130b0,,pteridophyta schimp.,23,1,1931,23
e5dbc3da-4461-4dde-a061-d45659262cbb,catenella,catenella nipae,23,1,1939,23
http://n2t.net/ark:/65665/3fe7ada3e-387d-4491-85b3-fd6a1d130390,clerodendrum,clerodendrum infortunatum,23,1,1974,23
bra:esalq:esa:56322,cichorium,cichorium intybus,23,1,2007,23
