dwc:catalogNumber,dwc:genus,species,Day,Month,Year,Day of the year
884523,attalea,attalea eichleri,6,2,1986,37
112144,attalea,attalea eichleri,1,12,1981,335
220310,attalea,attalea eichleri,6,12,1988,341
,attalea,attalea eichleri,8,8,1844,221
878112,attalea,attalea eichleri,10,12,1988,345
878116,attalea,attalea eichleri,6,9,1983,249
,attalea,attalea eichleri,8,8,1844,221
878115,attalea,attalea eichleri,8,9,1983,251
878117,attalea,attalea eichleri,1,12,1982,335
2326844,attalea,attalea eichleri,2,12,1981,336
878114,attalea,attalea eichleri,8,9,1983,251
112148,attalea,attalea eichleri,2,12,1981,336
210594,attalea,attalea eichleri,9,8,1983,221
170031,attalea,attalea eichleri,10,12,1988,345
112146,attalea,attalea eichleri,2,12,1981,336
29567,attalea,attalea eichleri,10,9,2013,253
249550,attalea,attalea eichleri,2,6,1986,153
57828,attalea,attalea eichleri,2,6,1986,153
878113,attalea,attalea eichleri,10,9,1983,253
rb00631323,attalea,attalea eichleri,2,6,1986,153
191350,attalea,attalea eichleri,8,6,2012,160
878111,attalea,attalea eichleri,10,9,1983,253
11870,attalea,attalea eichleri,2,2,2010,33
249550a,attalea,attalea eichleri,2,6,1986,153
214963,attalea,attalea eichleri,9,8,1983,221
2520175,attalea,attalea eichleri,1,9,2003,244
rb00631321,attalea,attalea eichleri,10,1,1952,10
45422,attalea,attalea eichleri,4,2,2000,35
34520,attalea,attalea eichleri,8,10,1997,281
210592,attalea,attalea eichleri,9,10,1983,282
220764,attalea,attalea eichleri,2,1,2015,2
7427,attalea,attalea eichleri,12,2,1981,43
4931,attalea,attalea eichleri,4,7,2017,185
34624,attalea,attalea eichleri,9,8,1983,221
17436,attalea,attalea eichleri,7,6,1992,159
51388,attalea,attalea eichleri,7,6,2002,158
12465,attalea,attalea eichleri,12,10,1988,286
87941,attalea,attalea eichleri,12,10,2014,285
7425,attalea,attalea eichleri,12,1,1982,12
34626,attalea,attalea eichleri,9,10,1983,282
7429,attalea,attalea eichleri,12,2,1981,43
87934,attalea,attalea eichleri,12,11,2014,316
p00118499,attalea,attalea eichleri,1,8,1898,213
34625,attalea,attalea eichleri,9,8,1983,221
13675,attalea,attalea eichleri,2,6,1986,153
34623,attalea,attalea eichleri,9,6,1983,160
5641,attalea,attalea eichleri,2,6,1986,153
34627,attalea,attalea eichleri,9,8,1983,221
7428,attalea,attalea eichleri,12,2,1981,43
34628,attalea,attalea eichleri,12,2,1981,43
87939,attalea,attalea eichleri,12,8,2014,224
36771,attalea,attalea eichleri,1,12,2018,335
87933,attalea,attalea eichleri,12,8,2014,224
p00118498,attalea,attalea eichleri,1,8,1898,213
62744,attalea,attalea eichleri,6,8,2006,218
2596921,arachniodes,arachniodes macrostegia,28,10,1971,301
2596920,arachniodes,arachniodes macrostegia,15,2,1974,46
2596916,arachniodes,arachniodes macrostegia,22,10,1987,295
,arachniodes,arachniodes macrostegia,15,2,1974,46
,arachniodes,arachniodes macrostegia,28,10,1971,301
,arachniodes,arachniodes macrostegia,13,11,1973,317
,arachniodes,arachniodes macrostegia,28,10,1971,301
2064256,arachniodes,arachniodes macrostegia,27,2,1984,58
2064255,arachniodes,arachniodes macrostegia,22,12,1994,356
1241881,arachniodes,arachniodes macrostegia,16,11,2007,320
1414806,arachniodes,arachniodes macrostegia,14,12,2012,349
u.1008613,arachniodes,arachniodes macrostegia,13,11,1973,317
4145503,arachniodes,arachniodes macrostegia,14,4,1960,105
u.1008612,arachniodes,arachniodes macrostegia,27,9,1973,270
166930,arachniodes,arachniodes macrostegia,22,10,1987,295
u.1008611,arachniodes,arachniodes macrostegia,22,10,1994,295
33860,arachniodes,arachniodes macrostegia,28,10,1971,301
43033,arachniodes,arachniodes macrostegia,13,11,1973,317
84646,arachniodes,arachniodes macrostegia,16,10,1978,289
4145823,arachniodes,arachniodes macrostegia,29,12,1953,363
2596917,arachniodes,arachniodes macrostegia,13,11,1973,317
4145507,arachniodes,arachniodes macrostegia,19,8,1994,231
4145826,arachniodes,arachniodes macrostegia,14,2,1984,45
1091252,arachniodes,arachniodes macrostegia,17,10,2002,290
2064257,arachniodes,arachniodes macrostegia,21,11,2000,326
4145506,arachniodes,arachniodes macrostegia,30,3,1953,89
7208,arachniodes,arachniodes macrostegia,27,2,1959,58
,arachniodes,arachniodes macrostegia,27,9,1973,270
rb00658070,arachniodes,arachniodes macrostegia,22,4,1853,112
2596922,arachniodes,arachniodes macrostegia,13,11,1973,317
2596919,arachniodes,arachniodes macrostegia,27,9,1973,270
tex00483728,arachniodes,arachniodes macrostegia,14,2,1984,45
2596923,arachniodes,arachniodes macrostegia,27,9,1973,270
,arachniodes,arachniodes macrostegia,28,10,2004,302
4145822,arachniodes,arachniodes macrostegia,20,8,1962,232
c0676316f,arachniodes,arachniodes macrostegia,29,12,1953,363
48787,arachniodes,arachniodes macrostegia,27,1,1989,27
2948919,arachniodes,arachniodes macrostegia,16,10,1978,289
2860648,arachniodes,arachniodes macrostegia,13,11,1973,317
2860672,arachniodes,arachniodes macrostegia,27,9,1973,270
2937672,arachniodes,arachniodes macrostegia,15,2,1974,46
15575,arachniodes,arachniodes macrostegia,30,10,1985,303
1767118,arachniodes,arachniodes macrostegia,20,5,1978,140
17978,arachniodes,arachniodes macrostegia,27,2,1984,58
14098,arachniodes,arachniodes macrostegia,14,2,1984,45
17359,arachniodes,arachniodes macrostegia,25,11,1984,330
3284778,arachniodes,arachniodes macrostegia,27,9,1973,270
1767120,arachniodes,arachniodes macrostegia,14,9,1987,257
3282853,arachniodes,arachniodes macrostegia,13,11,1973,317
1765327,arachniodes,arachniodes macrostegia,29,6,1984,181
1767117,arachniodes,arachniodes macrostegia,30,5,1988,151
3109555,arachniodes,arachniodes macrostegia,14,9,1987,257
10314,arachniodes,arachniodes macrostegia,15,3,1984,75
2419675,arachniodes,arachniodes macrostegia,29,8,1961,241
4145827,arachniodes,arachniodes macrostegia,15,3,1984,75
77692,arachniodes,arachniodes macrostegia,15,9,1999,258
2932994,arachniodes,arachniodes macrostegia,28,10,1971,301
3284526,arachniodes,arachniodes macrostegia,28,7,1982,209
1767119,arachniodes,arachniodes macrostegia,20,9,1978,263
63309,arachniodes,arachniodes macrostegia,16,11,2007,320
3109554,arachniodes,arachniodes macrostegia,14,9,1987,257
3299948,arachniodes,arachniodes macrostegia,30,3,1953,89
3071979,arachniodes,arachniodes macrostegia,25,11,1984,330
3065883,arachniodes,arachniodes macrostegia,15,3,1984,75
1834722,arachniodes,arachniodes macrostegia,26,5,1942,146
3236438,arachniodes,arachniodes macrostegia,30,5,1988,151
3470006,arachniodes,arachniodes macrostegia,25,1,2004,25
3415443,arachniodes,arachniodes macrostegia,29,12,1953,363
2137143,arachniodes,arachniodes macrostegia,15,6,1952,167
3032507,arachniodes,arachniodes macrostegia,14,2,1984,45
2200415,arachniodes,arachniodes macrostegia,29,12,1953,363
3474872,arachniodes,arachniodes macrostegia,22,10,1994,295
2200021,arachniodes,arachniodes macrostegia,10,4,1951,100
2690420,arachniodes,arachniodes macrostegia,8,3,2016,68
,arachniodes,arachniodes macrostegia,0,10,1852,274
2596918,arachniodes,arachniodes macrostegia,10,10,1928,284
1767122,arachniodes,arachniodes macrostegia,2,4,1983,92
3281439,arachniodes,arachniodes macrostegia,3,8,1990,215
,arachniodes,arachniodes macrostegia,9,3,1852,69
2064259,arachniodes,arachniodes macrostegia,10,11,1977,314
,arachniodes,arachniodes macrostegia,0,10,1852,274
2200026,arachniodes,arachniodes macrostegia,5,2,1952,36
62834,arachniodes,arachniodes macrostegia,10,4,1992,101
4145824,arachniodes,arachniodes macrostegia,7,7,1997,188
1414816,arachniodes,arachniodes macrostegia,12,7,2012,194
2064258,arachniodes,arachniodes macrostegia,1,6,1964,153
3281220,arachniodes,arachniodes macrostegia,12,9,1984,256
3284076,arachniodes,arachniodes macrostegia,1,8,1984,214
11206,arachniodes,arachniodes macrostegia,7,9,1984,251
2208435,arachniodes,arachniodes macrostegia,5,12,2003,339
778327,arachniodes,arachniodes macrostegia,3,2,1984,34
1765333,arachniodes,arachniodes macrostegia,7,11,1990,311
1765332,arachniodes,arachniodes macrostegia,7,11,1990,311
1765325,arachniodes,arachniodes macrostegia,8,12,1978,342
c0620104f,arachniodes,arachniodes macrostegia,7,7,1989,188
4145825,arachniodes,arachniodes macrostegia,1,9,2001,244
1739650,arachniodes,arachniodes macrostegia,8,10,1852,282
38569,arachniodes,arachniodes macrostegia,10,5,1973,130
88423,arachniodes,arachniodes macrostegia,1,12,1982,335
3283352,arachniodes,arachniodes macrostegia,1,8,1984,214
4145502,arachniodes,arachniodes macrostegia,5,6,2004,157
1929370,arachniodes,arachniodes macrostegia,11,10,1977,284
780901,arachniodes,arachniodes macrostegia,8,8,1977,220
29293,arachniodes,arachniodes macrostegia,1,12,1991,335
21511,arachniodes,arachniodes macrostegia,11,7,1928,193
3434769,arachniodes,arachniodes macrostegia,7,7,1997,188
4145508,arachniodes,arachniodes macrostegia,4,3,1977,63
3478128,arachniodes,arachniodes macrostegia,6,5,2004,127
3276380,arachniodes,arachniodes macrostegia,7,9,1984,251
1415,arachniodes,arachniodes macrostegia,8,7,1988,190
nsw 459963,porcelia,porcelia ponderosa,30,10,1990,303
v0047885f,porcelia,porcelia ponderosa,19,11,1921,323
v0543185f,porcelia,porcelia ponderosa,17,10,1982,290
865639,porcelia,porcelia ponderosa,21,10,1993,294
u.1064937,porcelia,porcelia ponderosa,20,11,1988,325
865637,porcelia,porcelia ponderosa,29,9,1991,272
455208,porcelia,porcelia ponderosa,19,11,1921,323
710096,porcelia,porcelia ponderosa,21,9,1994,264
26235,porcelia,porcelia ponderosa,19,11,1921,323
710138,porcelia,porcelia ponderosa,30,10,2001,303
u.1064992,porcelia,porcelia ponderosa,23,10,1984,297
u.1064988,porcelia,porcelia ponderosa,23,5,1990,143
,porcelia,porcelia ponderosa,30,10,1916,304
865638,porcelia,porcelia ponderosa,27,8,1933,239
u.1064987,porcelia,porcelia ponderosa,30,9,1999,273
u  0262800,porcelia,porcelia ponderosa,23,10,1984,297
186566,porcelia,porcelia ponderosa,18,3,1994,77
231349,porcelia,porcelia ponderosa,21,10,1993,294
u.1662604,porcelia,porcelia ponderosa,30,7,2010,211
u.1064939,porcelia,porcelia ponderosa,13,11,1981,317
wag.1899867,porcelia,porcelia ponderosa,16,5,2007,136
wag.1899862,porcelia,porcelia ponderosa,30,10,2007,303
710137,porcelia,porcelia ponderosa,26,10,2001,299
865640,porcelia,porcelia ponderosa,21,10,1993,294
wag.1494782,porcelia,porcelia ponderosa,21,6,2006,172
u.1662605,porcelia,porcelia ponderosa,30,9,2009,273
u.1064940,porcelia,porcelia ponderosa,13,11,1981,317
u.1064991,porcelia,porcelia ponderosa,17,10,1982,290
u.1080025,porcelia,porcelia ponderosa,26,10,2001,299
u.1080026,porcelia,porcelia ponderosa,31,10,2001,304
u.1064989,porcelia,porcelia ponderosa,21,5,1989,141
u.1080024,porcelia,porcelia ponderosa,30,10,2001,303
u.1080028,porcelia,porcelia ponderosa,21,10,1993,294
u.1064934,porcelia,porcelia ponderosa,19,1,1983,19
u.1064935,porcelia,porcelia ponderosa,27,8,1986,239
barcode/00039629,porcelia,porcelia ponderosa,19,11,1921,323
wag.1494783,porcelia,porcelia ponderosa,21,8,2006,233
3111747,porcelia,porcelia ponderosa,26,8,2005,238
7075,porcelia,porcelia ponderosa,18,3,1994,77
756270,porcelia,porcelia ponderosa,28,10,1986,301
3341204,porcelia,porcelia ponderosa,21,8,2006,233
2204489,porcelia,porcelia ponderosa,26,9,2003,269
756519,porcelia,porcelia ponderosa,27,8,1986,239
3489981,porcelia,porcelia ponderosa,30,10,2007,303
100407002,porcelia,porcelia ponderosa,30,7,2010,211
100787075,porcelia,porcelia ponderosa,17,11,2013,321
2136625,porcelia,porcelia ponderosa,19,11,1921,323
3394159,porcelia,porcelia ponderosa,18,11,1993,322
3112714,porcelia,porcelia ponderosa,26,2,2005,57
100406156,porcelia,porcelia ponderosa,30,9,2009,273
2737173,porcelia,porcelia ponderosa,15,10,2004,289
100621142,porcelia,porcelia ponderosa,23,7,2013,204
3393181,porcelia,porcelia ponderosa,20,11,1988,325
3340763,porcelia,porcelia ponderosa,21,6,2006,172
100620305,porcelia,porcelia ponderosa,23,7,2013,204
2747950,porcelia,porcelia ponderosa,24,2,2004,55
101220379,porcelia,porcelia ponderosa,19,7,2019,200
3394567,porcelia,porcelia ponderosa,21,9,1994,264
100621158,porcelia,porcelia ponderosa,23,7,2013,204
1185763,porcelia,porcelia ponderosa,19,11,1921,323
1230747,porcelia,porcelia ponderosa,22,4,1921,112
1856872,porcelia,porcelia ponderosa,22,3,2002,81
3382,porcelia,porcelia ponderosa,28,4,1992,119
6185,porcelia,porcelia ponderosa,21,10,1993,294
13967,porcelia,porcelia ponderosa,21,3,1999,80
14824,porcelia,porcelia ponderosa,18,9,2000,262
101220225,porcelia,porcelia ponderosa,14,7,2019,195
9690,porcelia,porcelia ponderosa,21,9,1994,264
v0099487f,porcelia,porcelia ponderosa,9,8,1968,222
3100154,porcelia,porcelia ponderosa,6,4,2006,96
865641,porcelia,porcelia ponderosa,5,8,1933,217
v0543173f,porcelia,porcelia ponderosa,8,10,1979,281
u.1080029,porcelia,porcelia ponderosa,12,3,1992,72
u.1064931,porcelia,porcelia ponderosa,1,10,1988,275
v0543179f,porcelia,porcelia ponderosa,1,9,1979,244
865636,porcelia,porcelia ponderosa,1,8,1933,213
bm000553991,porcelia,porcelia ponderosa,9,11,1902,313
26059,porcelia,porcelia ponderosa,11,9,1902,254
u.1064933,porcelia,porcelia ponderosa,5,10,1985,278
26060,porcelia,porcelia ponderosa,11,9,1902,254
1852637,porcelia,porcelia ponderosa,2,12,1996,337
u  0089452,porcelia,porcelia ponderosa,3,10,1992,277
u.1064938,porcelia,porcelia ponderosa,9,5,1990,129
3392648,porcelia,porcelia ponderosa,8,5,1933,128
1821147,porcelia,porcelia ponderosa,5,9,1990,248
3392470,porcelia,porcelia ponderosa,3,12,1992,338
1866895,porcelia,porcelia ponderosa,11,9,1996,255
2703875,porcelia,porcelia ponderosa,5,4,2005,95
755560,porcelia,porcelia ponderosa,9,12,1982,343
3032696,porcelia,porcelia ponderosa,6,10,2006,279
755948,porcelia,porcelia ponderosa,9,11,1986,313
3392792,porcelia,porcelia ponderosa,8,5,1933,128
3026924,porcelia,porcelia ponderosa,6,4,2006,96
3109224,porcelia,porcelia ponderosa,5,12,2005,339
3393055,porcelia,porcelia ponderosa,8,9,1968,252
u.1064936,porcelia,porcelia ponderosa,11,9,1986,254
182078,porcelia,porcelia ponderosa,12,3,1992,72
u  0050260,porcelia,porcelia ponderosa,5,8,1933,217
1867211,porcelia,porcelia ponderosa,3,9,2002,246
u.1064932,porcelia,porcelia ponderosa,5,10,1985,278
26058,porcelia,porcelia ponderosa,11,9,1902,254
l.1052672,porcelia,porcelia ponderosa,5,8,1933,217
u.1064990,porcelia,porcelia ponderosa,3,10,1992,277
u  0263122,porcelia,porcelia ponderosa,5,8,1933,217
u.1080027,porcelia,porcelia ponderosa,5,8,1933,217
3394341,porcelia,porcelia ponderosa,10,8,1926,222
l.1052673,porcelia,porcelia ponderosa,5,8,1933,217
1664046,porcelia,porcelia ponderosa,8,5,1933,128
2864974,porcelia,porcelia ponderosa,8,9,1968,252
1441787,porcelia,porcelia ponderosa,9,11,1902,313
2282381,schefflera,schefflera umbrosa,23,2,1989,54
70760,schefflera,schefflera umbrosa,20,7,1976,202
32956,schefflera,schefflera umbrosa,14,9,1971,257
154091,schefflera,schefflera umbrosa,18,6,1983,169
189805,schefflera,schefflera umbrosa,23,10,1996,297
20330,schefflera,schefflera umbrosa,21,3,1967,80
209987,schefflera,schefflera umbrosa,20,12,2001,354
208987,schefflera,schefflera umbrosa,20,2,2001,51
210726,schefflera,schefflera umbrosa,16,1,1990,16
179101,schefflera,schefflera umbrosa,23,6,1994,174
2212655,schefflera,schefflera umbrosa,14,9,1971,257
1104535,schefflera,schefflera umbrosa,14,8,1993,226
2212647,schefflera,schefflera umbrosa,29,9,1971,272
5675,schefflera,schefflera umbrosa,14,8,1957,226
44229,schefflera,schefflera umbrosa,16,2,1974,47
217389,schefflera,schefflera umbrosa,24,4,2005,114
59554,schefflera,schefflera umbrosa,27,7,1976,209
186756,schefflera,schefflera umbrosa,15,12,1995,349
77250,schefflera,schefflera umbrosa,13,7,1978,194
19299,schefflera,schefflera umbrosa,27,1,1967,27
170171,schefflera,schefflera umbrosa,23,2,1989,54
49463,schefflera,schefflera umbrosa,31,5,1975,151
2237,schefflera,schefflera umbrosa,26,10,1955,299
21508,schefflera,schefflera umbrosa,20,9,1968,264
2971,schefflera,schefflera umbrosa,25,11,1955,329
191031,schefflera,schefflera umbrosa,19,7,1997,200
33253,schefflera,schefflera umbrosa,29,9,1971,272
37098,schefflera,schefflera umbrosa,21,7,1972,203
413,schefflera,schefflera umbrosa,21,12,1954,355
219670,schefflera,schefflera umbrosa,28,1,2003,28
179107,schefflera,schefflera umbrosa,15,9,1994,258
179104,schefflera,schefflera umbrosa,27,4,1994,117
179103,schefflera,schefflera umbrosa,14,8,1993,226
113128,schefflera,schefflera umbrosa,14,4,1983,104
2212645,schefflera,schefflera umbrosa,21,3,1967,80
2212646,schefflera,schefflera umbrosa,24,12,1929,358
2212656,schefflera,schefflera umbrosa,16,2,1974,47
1181983,schefflera,schefflera umbrosa,18,6,1983,169
2212648,schefflera,schefflera umbrosa,31,5,1975,151
47970,schefflera,schefflera umbrosa,15,2,1974,46
186758,schefflera,schefflera umbrosa,15,1,1996,15
179105,schefflera,schefflera umbrosa,29,4,1994,119
186759,schefflera,schefflera umbrosa,15,1,1996,15
rb00739639,schefflera,schefflera umbrosa,24,12,1929,358
rb00048585,schefflera,schefflera umbrosa,31,3,1932,91
2212659,schefflera,schefflera umbrosa,21,3,1967,80
2212649,schefflera,schefflera umbrosa,31,5,1975,151
rb00048574,schefflera,schefflera umbrosa,14,6,1933,165
rb00204134,schefflera,schefflera umbrosa,14,2,1933,45
2627950,schefflera,schefflera umbrosa,24,12,1929,358
3314008,schefflera,schefflera umbrosa,29,9,1971,272
95553,schefflera,schefflera umbrosa,24,4,2005,114
176507,schefflera,schefflera umbrosa,14,6,1933,165
3347158,schefflera,schefflera umbrosa,29,9,1971,272
331214,schefflera,schefflera umbrosa,14,8,1993,226
2428086,schefflera,schefflera umbrosa,14,8,1957,226
